sequence,sequence_as_text,freq,dl_model,dl_data,dl_total
[3 13 16 3 13 3],[  a s   a  ],897,22949.299824368085,2.0989559263877206e+07,2.1012508563701574e+07
[3 13 21 2 12 17],[  a m e r i],866,22496.071338414786,2.0985221112200182e+07,2.1007717183538597e+07
[3 13 27 7 5 0],[  a b o u t],1774,22411.55643493607,2.0974940515453078e+07,2.0997352071888015e+07
[3 14 2 18 2 6],[  d e v e l],709,22284.77181862579,2.098546453469857e+07,2.1007749306517195e+07
[3 14 7 26 8 3],[  d o w n  ],889,22889.291264440435,2.098406366417438e+07,2.1006952955438823e+07
[3 14 17 4 4 2],[  d i f f e],629,22484.48328817858,2.0985043817035843e+07,2.1007528300324023e+07
[3 14 17 12 2 9],[  d i r e c],657,22432.995572046882,2.0985467187344253e+07,2.10079001829163e+07
[3 15 5 16 0 3],[  j u s t  ],774,22821.799845837828,2.09884905401642e+07,2.1011312340010036e+07
[3 16 0 13 0 2],[  s t a t e],1800,22630.267129213447,2.0977910573888626e+07,2.100054084101784e+07
[3 16 0 17 6 6],[  s t i l l],749,22461.683875340677,2.0987061045293484e+07,2.1009522729168825e+07
[3 16 1 7 5 6],[  s h o u l],1007,22489.405501657562,2.09815311008693e+07,2.1004020506370958e+07
[3 16 5 9 1 3],[  s u c h  ],1190,22874.347427381734,2.098243372821914e+07,2.1005308075646523e+07
[3 16 7 21 2 3],[  s o m e  ],1410,23026.08342909962,2.098515378525855e+07,2.100817986868765e+07
[3 16 9 1 7 7],[  s c h o o],732,22421.14951455795,2.0982739637678344e+07,2.1005160787192903e+07
[3 16 13 17 14 3],[  s a i d  ],1943,22990.175783101855,2.0972393347024083e+07,2.0995383522807185e+07
[3 16 13 21 2 3],[  s a m e  ],681,22431.705465892443,2.0987991515778605e+07,2.10104232212445e+07
[3 16 20 2 9 17],[  s p e c i],625,22450.13423992309,2.09852074892471e+07,2.100765762348702e+07
[3 16 21 13 6 6],[  s m a l l],646,22422.793425299773,2.0986717414275482e+07,2.100914020770078e+07
[3 17 0 3 17 16],[  i t   i s],897,22354.43305843567,2.0987422025329053e+07,2.100977645838749e+07
[3 17 0 3 26 13],[  i t   w a],758,22434.900236332644,2.098762727552836e+07,2.101006217576469e+07
[3 17 8 0 2 12],[  i n t e r],1602,22764.84660255189,2.0983028115476176e+07,2.1005792962078728e+07
[3 17 8 0 7 3],[  i n t o  ],1785,22880.602053031635,2.0982455240469035e+07,2.1005335842522066e+07
[3 17 8 3 0 1],[  i n   t h],6630,22707.040546850345,2.0960989626546837e+07,2.0983696667093687e+07
[3 17 8 3 1 17],[  i n   h i],660,22482.067462258146,2.0989473781418152e+07,2.101195584888041e+07
[3 17 8 3 13 3],[  i n   a  ],1322,22989.476665592985,2.0986768994168818e+07,2.100975847083441e+07
[3 17 16 3 0 1],[  i s   t h],1151,22701.874004029232,2.0990758066157915e+07,2.1013459940161943e+07
[3 17 16 3 8 7],[  i s   n o],834,22502.7037352285,2.0985167165695205e+07,2.1007669869430434e+07
[3 17 16 3 13 3],[  i s   a  ],865,22939.17473102986,2.098920102835501e+07,2.101214020308604e+07
[3 18 2 12 10 3],[  v e r y  ],775,22779.860592341727,2.0989037978300083e+07,2.1011817838892426e+07
[3 19 19 3 0 1],[  XXX XXX   t h],920,22660.3322878661,2.0991406999044176e+07,2.1014067331332043e+07
[3 19 19 3 19 3],[  XXX XXX   XXX  ],1386,23037.074653903994,2.0980825443514775e+07,2.100386251816868e+07
[3 19 19 3 23 19],[  XXX XXX   . XXX],724,22505.626697955362,2.098870374600408e+07,2.1011209372702032e+07
[3 19 19 3 25 3],[  XXX XXX   ,  ],2035,22958.300068983408,2.0987320127066314e+07,2.1010278427135296e+07
[3 20 2 7 20 6],[  p e o p l],887,22397.334914374147,2.097968775539786e+07,2.1002085090312235e+07
[3 20 2 12 16 7],[  p e r s o],681,22432.026309806934,2.0986927073499862e+07,2.100935909980967e+07
[3 20 5 27 6 17],[  p u b l i],715,22444.670158626905,2.0984600656846996e+07,2.1007045327005625e+07
[3 20 6 13 9 2],[  p l a c e],797,22465.37617842274,2.0987061070093032e+07,2.1009526446271453e+07
[3 20 7 17 8 0],[  p o i n t],646,22487.237676711044,2.098743418067698e+07,2.100992141835369e+07
[3 20 12 2 16 2],[  p r e s e],751,22419.643786818368,2.098767897164336e+07,2.1010098615430176e+07
[3 20 12 7 11 12],[  p r o g r],725,22371.413937731624,2.0984496030299902e+07,2.1006867444237635e+07
[3 20 12 7 14 5],[  p r o d u],639,22386.88882732219,2.0984295757569145e+07,2.100668264639647e+07
[3 20 12 7 18 17],[  p r o v i],704,22511.848708836347,2.098604089221615e+07,2.1008552740924984e+07
[3 20 13 12 0 17],[  p a r t i],626,22501.619236421935,2.098742976151478e+07,2.10099313807512e+07
[3 21 5 9 1 3],[  m u c h  ],903,22677.980936172728,2.0984970001807e+07,2.1007647982743174e+07
[3 21 5 16 0 3],[  m u s t  ],1007,22820.12960027332,2.098566964327627e+07,2.1008489772876542e+07
[3 21 7 12 2 3],[  m o r e  ],2140,22898.122197245815,2.0983355115277812e+07,2.1006253237475056e+07
[3 21 7 16 0 3],[  m o s t  ],1061,22808.405832915505,2.098517594284039e+07,2.1007984348673306e+07
[3 21 13 8 10 3],[  m a n y  ],923,22741.368943508216,2.098819495948126e+07,2.101093632842477e+07
[3 21 13 14 2 3],[  m a d e  ],1122,23013.472828834925,2.098739212190405e+07,2.1010405594732884e+07
[3 21 13 22 2 3],[  m a k e  ],773,22757.763677388622,2.098799902689375e+07,2.101075679057114e+07
[3 21 17 11 1 0],[  m i g h t],703,22462.208880289967,2.098477423321423e+07,2.100723644209452e+07
[3 22 8 7 26 3],[  k n o w  ],683,22676.171125596455,2.0983510197679657e+07,2.1006186368805256e+07
[3 23 0 1 2 3],[  . t h e  ],6070,23247.524440927245,2.097266230853758e+07,2.0995909832978506e+07
[3 23 0 1 2 10],[  . t h e y],808,22538.770180050604,2.098949742431043e+07,2.101203619449048e+07
[3 23 0 1 2 12],[  . t h e r],850,22648.02297523644,2.0990960443080146e+07,2.1013608466055382e+07
[3 23 0 1 17 16],[  . t h i s],1054,22675.650811842963,2.0988591236882675e+07,2.101126688769452e+07
[3 23 13 8 14 3],[  . a n d  ],724,22928.002531318474,2.099147787041871e+07,2.101440587295003e+07
[3 23 16 1 2 3],[  . s h e  ],767,22936.547754122876,2.09895247938054e+07,2.1012461341559526e+07
[3 23 17 0 3 26],[  . i t   w],647,22602.12019593531,2.0989139386904873e+07,2.101174150710081e+07
[3 23 19 19 3 17],[  . XXX XXX   i],700,22471.422250777025,2.0987878794371184e+07,2.101035021662196e+07
[3 23 27 5 0 3],[  . b u t  ],1226,23000.517037502937,2.0984383647769865e+07,2.1007384164807368e+07
[3 25 3 0 1 2],[  ,   t h e],5132,22772.425172252795,2.098323176993749e+07,2.1006004195109744e+07
[3 25 3 0 7 3],[  ,   t o  ],662,23101.527915354458,2.099217634087125e+07,2.1015277868786603e+07
[3 25 3 1 2 3],[  ,   h e  ],1494,23012.262187748518,2.099102745768897e+07,2.1014039719876718e+07
[3 25 3 4 7 12],[  ,   f o r],782,22735.389581252308,2.0989905796711147e+07,2.10126411862924e+07
[3 25 3 7 12 3],[  ,   o r  ],733,23065.640257108607,2.099215911001549e+07,2.1015224750272598e+07
[3 25 3 13 8 14],[  ,   a n d],6316,22663.95961743695,2.096106387814213e+07,2.0983727837759566e+07
[3 25 3 13 16 3],[  ,   a s  ],965,23040.372141251177,2.0992261010226388e+07,2.1015301382367637e+07
[3 25 3 17 0 3],[  ,   i t  ],777,22927.66585406477,2.099105502187136e+07,2.1013982687725425e+07
[3 25 3 17 8 3],[  ,   i n  ],1064,23060.3825464085,2.099198485550234e+07,2.101504523804875e+07
[3 25 3 19 19 3],[  ,   XXX XXX  ],1132,23075.213297213777,2.0990720177249413e+07,2.1013795390546627e+07
[3 25 3 26 1 7],[  ,   w h o],657,22708.414787148722,2.0989907861348696e+07,2.1012616276135843e+07
[3 25 3 26 1 17],[  ,   w h i],869,22783.821356670767,2.0988787555257063e+07,2.1011571376613732e+07
[3 25 3 26 17 0],[  ,   w i t],725,22644.640753187057,2.0990668324961793e+07,2.101331296571498e+07
[3 25 3 27 5 0],[  ,   b u t],1859,22660.08597834525,2.098046647175118e+07,2.1003126557729524e+07
[3 26 1 2 8 3],[  w h e n  ],1772,23071.160762623607,2.098705746244911e+07,2.1010128623211734e+07
[3 26 1 2 12 2],[  w h e r e],989,22557.550991972283,2.09903992435579e+07,2.101295679454987e+07
[3 26 1 13 0 3],[  w h a t  ],1593,22795.652113014356,2.0985787767157763e+07,2.1008583419270776e+07
[3 26 1 17 9 1],[  w h i c h],3551,22557.044611676632,2.0954889115665648e+07,2.0977446160277326e+07
[3 26 2 6 6 3],[  w e l l  ],845,22768.97809347094,2.0987505991692454e+07,2.1010274969785925e+07
[3 26 2 12 2 3],[  w e r e  ],3281,23146.846956997622,2.0977953773731764e+07,2.1001100620688763e+07
[3 26 7 5 6 14],[  w o u l d],2818,22598.33617946977,2.0965511727926522e+07,2.098811006410599e+07
[3 26 7 12 6 14],[  w o r l d],861,22406.695821082907,2.0984245286922354e+07,2.100665198274344e+07
[3 26 7 12 22 3],[  w o r k  ],756,22848.61265424251,2.098790226826758e+07,2.1010750880921822e+07
[3 26 13 16 3 0],[  w a s   t],1268,22677.475607830704,2.0988364072886497e+07,2.1011041548494328e+07
[3 26 13 16 3 8],[  w a s   n],767,22441.095730031513,2.0986700091496274e+07,2.1009141187226307e+07
[3 26 13 16 3 13],[  w a s   a],1614,22815.41723122755,2.098506709702559e+07,2.1007882514256816e+07
[3 26 13 16 3 16],[  w a s   s],866,22697.527055512757,2.098921911252445e+07,2.1011916639579963e+07
[3 26 17 0 1 3],[  w i t h  ],7027,23298.19074050156,2.094132083650898e+07,2.096461902724948e+07
[3 26 17 6 6 3],[  w i l l  ],2223,22963.91289088594,2.0976294353662442e+07,2.0999258266553327e+07
[3 27 2 0 26 2],[  b e t w e],716,22356.687480280107,2.098266145550184e+07,2.1005018142982118e+07
[3 27 2 2 8 3],[  b e e n  ],2472,22692.872943442784,2.09734641938129e+07,2.099615706675634e+07
[3 27 2 4 7 12],[  b e f o r],953,22538.30008559532,2.0984546553258948e+07,2.1007084853344545e+07
[3 27 2 9 13 5],[  b e c a u],817,22425.651925406084,2.0983155543487024e+07,2.100558119541243e+07
[3 27 2 17 8 11],[  b e i n g],734,22409.435777695406,2.0987817478979565e+07,2.101022691475726e+07
[3 27 7 0 1 3],[  b o t h  ],646,22845.936951335498,2.0989973952313107e+07,2.1012819889264442e+07
[3 27 10 3 0 1],[  b y   t h],1481,22614.47316060574,2.0987150026288964e+07,2.100976449944957e+07
[3 27 13 9 22 3],[  b a c k  ],955,22778.800646707976,2.0985612945374202e+07,2.100839174602091e+07
[4 3 0 1 2 3],[f   t h e  ],10180,22597.60366414755,2.09338347750915e+07,2.0956432378755648e+07
[4 3 1 17 16 3],[f   h i s  ],860,22360.109731611974,2.098805918725026e+07,2.101041929698187e+07
[4 4 2 12 2 8],[f f e r e n],624,21887.750926471548,2.09844751212922e+07,2.1006362872218672e+07
[4 7 6 6 7 26],[f o l l o w],600,21957.941951068755,2.0985958736215718e+07,2.1007916678166788e+07
[4 7 12 3 0 1],[f o r   t h],2410,22094.171108069368,2.0975031172624364e+07,2.0997125343732435e+07
[4 7 12 3 13 3],[f o r   a  ],791,22399.005313341622,2.098667503559751e+07,2.100907404091085e+07
[4 12 7 21 3 0],[f r o m   t],1694,22143.569419476455,2.097186988837893e+07,2.0994013457798406e+07
[4 17 12 16 0 3],[f i r s t  ],1365,22490.43058549076,2.097772753032365e+07,2.1000217960909143e+07
[5 0 3 0 1 2],[u t   t h e],1490,22062.593085841418,2.0985089501865726e+07,2.1007152094951566e+07
[5 6 14 3 27 2],[u l d   b e],1257,21987.51823575684,2.098123691572684e+07,2.10032244339626e+07
[5 8 14 2 12 3],[u n d e r  ],745,22619.06220738411,2.0987212383731753e+07,2.100983144593914e+07
[5 11 1 3 0 1],[u g h   t h],633,21932.333669512176,2.0987751836593915e+07,2.100968417026343e+07
[5 12 17 8 11 3],[u r i n g  ],741,22530.31357036435,2.0987270182888463e+07,2.100980049645883e+07
[5 13 6 6 10 3],[u a l l y  ],710,22479.123229564993,2.098742395257648e+07,2.1009903075806044e+07
[6 2 3 0 7 3],[l e   t o  ],661,22613.301815936622,2.0988689487192385e+07,2.1011302789008323e+07
[6 2 3 7 4 3],[l e   o f  ],684,22675.865224835965,2.0990076710271172e+07,2.1012752575496007e+07
[6 3 0 1 2 3],[l   t h e  ],777,22465.08478640235,2.0991513675051536e+07,2.101397875983794e+07
[6 3 13 8 14 3],[l   a n d  ],885,22537.602007772635,2.099013509391585e+07,2.1012672695923623e+07
[6 6 3 0 1 2],[l l   t h e],734,22053.41160341583,2.099036707025201e+07,2.1012420481855426e+07
[6 6 3 27 2 3],[l l   b e  ],791,22410.81816986547,2.098790275621237e+07,2.1010313574382234e+07
[6 13 0 17 7 8],[l a t i o n],923,22146.929203090618,2.0984117779213354e+07,2.1006264708416443e+07
[6 14 3 27 2 3],[l d   b e  ],1203,22422.1708342806,2.0983496631849825e+07,2.1005918802684106e+07
[6 17 0 0 6 2],[l i t t l e],850,21981.553014463534,2.097935349544814e+07,2.1001335048462603e+07
[7 0 1 2 12 3],[o t h e r  ],2716,22661.103078819047,2.097705639843257e+07,2.099971750151139e+07
[7 3 0 1 2 3],[o   t h e  ],4352,22615.284249575187,2.0967096247027833e+07,2.0989711531277407e+07
[7 4 3 0 1 2],[o f   t h e],10699,21995.316881227816,2.090884281506343e+07,2.093083813194466e+07
[7 4 3 0 1 17],[o f   t h i],614,21958.440319679707,2.09897335460293e+07,2.101169198634898e+07
[7 4 3 1 17 16],[o f   h i s],854,21907.190249276242,2.0986438876425408e+07,2.1008346066674683e+07
[7 5 0 3 0 1],[o u t   t h],855,22002.739275868425,2.0988043258500956e+07,2.1010045997776825e+07
[7 5 6 14 3 1],[o u l d   h],617,21958.078987357927,2.0987042466626473e+07,2.100900054561383e+07
[7 5 6 14 3 27],[o u l d   b],1319,22003.05176921017,2.0978520850793228e+07,2.100052390256244e+07
[7 5 11 1 0 3],[o u g h t  ],1017,22542.990258399943,2.098192313114562e+07,2.100446612140402e+07
[7 5 11 1 3 0],[o u g h   t],829,22061.445599207185,2.098452945580323e+07,2.1006590901402436e+07
[7 8 2 3 7 4],[o n e   o f],799,22199.520587366664,2.0987289828787815e+07,2.100948934937518e+07
[7 8 3 0 1 2],[o n   t h e],2948,22342.322361667557,2.0978812038658183e+07,2.100115436101985e+07
[7 8 3 0 7 3],[o n   t o  ],835,22667.581303351224,2.0988093438959032e+07,2.1010761020262383e+07
[7 8 3 7 4 3],[o n   o f  ],2840,22778.54773140975,2.096898487360517e+07,2.099176342133658e+07
[7 8 3 13 8 14],[o n   a n d],782,22303.9025959378,2.0989133771177188e+07,2.1011437673773125e+07
[7 8 3 17 8 3],[o n   i n  ],668,22678.802306687114,2.0989923575378366e+07,2.101260237768505e+07
[7 8 16 3 7 4],[o n s   o f],696,22144.85792982287,2.098704427824721e+07,2.1009189136177033e+07
[7 12 2 3 0 1],[o r e   t h],762,22100.60208046109,2.0989800845299844e+07,2.1011901447380304e+07
[7 12 3 0 1 2],[o r   t h e],2338,22276.82324200733,2.0976860189200755e+07,2.0999137012442764e+07
[7 21 3 0 1 2],[o m   t h e],1525,22051.67643959422,2.0980840304590404e+07,2.100289198103e+07
[7 21 21 5 8 17],[o m m u n i],660,21937.23522235202,2.09825247850856e+07,2.100446202030795e+07
[7 26 17 8 11 3],[o w i n g  ],611,22493.43603967194,2.0989909794326764e+07,2.1012403230366435e+07
[8 0 2 12 2 16],[n t e r e s],618,21867.81536414407,2.0987630141275324e+07,2.100949795663947e+07
[8 0 3 0 7 3],[n t   t o  ],752,22520.139475175492,2.0988909560057987e+07,2.101142969953316e+07
[8 0 3 7 4 3],[n t   o f  ],1477,22428.028084225174,2.0983738922993828e+07,2.1006166951078054e+07
[8 0 7 3 0 1],[n t o   t h],760,21996.95635423745,2.0988497838459484e+07,2.1010494794813722e+07
[8 2 3 7 4 3],[n e   o f  ],941,22326.3091207245,2.09873442981275e+07,2.1009670607248224e+07
[8 2 18 2 12 3],[n e v e r  ],740,22347.53597423472,2.0986726367798883e+07,2.1009073903773118e+07
[8 3 0 1 2 3],[n   t h e  ],10610,22698.17764113301,2.095016635543167e+07,2.0972864533072803e+07
[8 3 0 1 13 0],[n   t h a t],756,22063.22347674637,2.09901272220031e+07,2.1012190445479844e+07
[8 3 0 1 17 16],[n   t h i s],766,21989.561587895365,2.0990103229814332e+07,2.101209279140223e+07
[8 3 1 17 16 3],[n   h i s  ],1063,22498.12323408784,2.0988064843645e+07,2.101056296687909e+07
[8 3 4 7 12 3],[n   f o r  ],651,22599.601080305063,2.0990111386322387e+07,2.1012710987402692e+07
[8 3 7 4 3 0],[n   o f   t],1265,22189.595436461797,2.0984991618202303e+07,2.1007181213638764e+07
[8 3 13 8 14 3],[n   a n d  ],1739,22609.547888668818,2.0988472197815195e+07,2.1011081745703865e+07
[8 3 23 0 1 2],[n   . t h e],694,22208.10937514297,2.0991642237542346e+07,2.1013850346917488e+07
[8 3 26 1 17 9],[n   w h i c],603,22044.109043433516,2.098828840301816e+07,2.1010332512061596e+07
[8 3 26 13 16 3],[n   w a s  ],615,22590.541152502068,2.099135825456419e+07,2.101394879571669e+07
[8 3 26 17 0 1],[n   w i t h],613,22153.62069877627,2.0989676888401583e+07,2.101183050910036e+07
[8 5 21 27 2 12],[n u m b e r],618,22008.230271507255,2.0983053679939464e+07,2.100506191021097e+07
[8 7 0 1 2 12],[n o t h e r],691,21910.929620316645,2.098757777934299e+07,2.100948870896331e+07
[8 9 2 3 7 4],[n c e   o f],733,21973.887032606315,2.09874336433926e+07,2.1009407530425206e+07
[8 9 2 3 25 3],[n c e   ,  ],624,22372.915031657772,2.099112272622638e+07,2.1013495641258035e+07
[8 11 3 0 1 2],[n g   t h e],3075,22031.598948869763,2.0978505166005258e+07,2.1000536764954127e+07
[8 11 3 0 7 3],[n g   t o  ],1477,22421.314483314436,2.0983279545816783e+07,2.1005700860300098e+07
[8 11 3 7 4 3],[n g   o f  ],935,22429.984845539606,2.0988380410142507e+07,2.101081039498805e+07
[8 11 3 13 8 14],[n g   a n d],740,21932.079094568708,2.0989764311038774e+07,2.1011696390133344e+07
[8 11 3 17 8 3],[n g   i n  ],795,22382.24381808379,2.0989871502997674e+07,2.101225374681576e+07
[8 13 0 17 7 8],[n a t i o n],1573,22200.671095173282,2.0974472305477597e+07,2.099667297657277e+07
[8 14 3 0 1 2],[n d   t h e],3632,22068.895452729445,2.097976775685947e+07,2.10018366523122e+07
[8 14 3 7 4 3],[n d   o f  ],784,22392.615879226163,2.099133473180547e+07,2.1013727347684696e+07
[8 14 17 8 11 3],[n d i n g  ],906,22450.35148120593,2.0990187328413006e+07,2.1012637679894213e+07
[8 16 3 7 4 3],[n s   o f  ],949,22489.3848287959,2.0987988622218125e+07,2.101047800704692e+07
[8 21 2 8 0 3],[n m e n t  ],611,22358.00452674311,2.098510737172472e+07,2.1007465376251463e+07
[9 0 17 7 8 3],[c t i o n  ],2323,22620.142343287265,2.0971403030202582e+07,2.099402317254587e+07
[9 0 17 7 8 16],[c t i o n s],634,21958.121636633077,2.0986891291218873e+07,2.1008849412855506e+07
[9 0 17 18 2 3],[c t i v e  ],734,22430.880034630816,2.0988400029606856e+07,2.1010830909641486e+07
[9 2 3 7 4 3],[c e   o f  ],1253,22473.60096100506,2.0985462469561256e+07,2.100793607052226e+07
[9 7 5 6 14 3],[c o u l d  ],1601,22355.808395630607,2.0979836400808707e+07,2.100219220920434e+07
[9 7 21 20 6 2],[c o m p l e],618,22014.380606184204,2.098548054869624e+07,2.1007494929302424e+07
[9 7 21 21 5 8],[c o m m u n],678,21998.83217596176,2.098236829151775e+07,2.1004367123693712e+07
[9 13 0 17 7 8],[c a t i o n],1217,22115.989953215092,2.0980865415879115e+07,2.100298140583233e+07
[9 13 5 16 2 3],[c a u s e  ],1013,22360.747471906216,2.0981470880729172e+07,2.100383162820108e+07
[10 2 13 12 16 3],[y e a r s  ],952,22403.695578354986,2.0980500570849422e+07,2.1002904266427778e+07
[10 3 0 1 2 3],[y   t h e  ],2119,22766.039394202242,2.098630314454259e+07,2.1009069183936793e+07
[10 3 4 7 12 3],[y   f o r  ],640,22761.942052108265,2.0990002020733126e+07,2.1012763962785233e+07
[10 3 7 4 3 0],[y   o f   t],804,22326.708205761188,2.098854796801787e+07,2.101087467622363e+07
[10 3 13 8 14 3],[y   a n d  ],1561,22797.146815782507,2.098833802274858e+07,2.1011135169564363e+07
[10 3 23 0 1 2],[y   . t h e],605,22343.06030527274,2.0991790332034502e+07,2.1014133392339773e+07
[11 2 3 7 4 3],[g e   o f  ],640,22603.652913012073,2.098941082280999e+07,2.1012014475723002e+07
[11 2 8 2 12 13],[g e n e r a],829,21995.961182610015,2.0982592233063962e+07,2.100458819424657e+07
[11 3 0 1 2 3],[g   t h e  ],2560,22493.178062537136,2.098324620874699e+07,2.1005739386809524e+07
[11 3 13 8 14 3],[g   a n d  ],791,22530.64153169564,2.0990470279850017e+07,2.1013000921381712e+07
[11 7 18 2 12 8],[g o v e r n],748,22068.792610171815,2.0978581178503245e+07,2.1000649971113417e+07
[11 12 2 13 0 3],[g r e a t  ],665,22317.37463154774,2.0987223332531318e+07,2.1009540707162865e+07
[11 13 17 8 16 0],[g a i n s t],628,21862.77391566474,2.0983933449765824e+07,2.1005796223681487e+07
[12 0 3 7 4 3],[r t   o f  ],618,22351.266502190392,2.0989238992423e+07,2.1011590258925192e+07
[12 2 3 0 1 2],[r e   t h e],1124,22119.923649154043,2.099177853428343e+07,2.1013898457932584e+07
[12 2 3 7 4 3],[r e   o f  ],723,22601.750948992918,2.099060725433631e+07,2.10132090052853e+07
[12 2 3 17 16 3],[r e   i s  ],715,22441.106460528335,2.0990465209909685e+07,2.101290631637021e+07
[12 2 3 26 13 16],[r e   w a s],700,22037.260601461017,2.098932799460332e+07,2.1011365255204782e+07
[12 2 16 2 8 0],[r e s e n t],935,22035.307583555907,2.0982949470561992e+07,2.1004984778145548e+07
[12 2 16 17 14 2],[r e s i d e],623,22039.469691912433,2.098504387162525e+07,2.1007083341317162e+07
[12 3 0 1 2 3],[r   t h e  ],3419,22533.332095338108,2.098160330821864e+07,2.100413664031398e+07
[12 3 7 4 3 0],[r   o f   t],700,22112.04974728665,2.098944565746761e+07,2.10115577072149e+07
[12 3 13 8 14 3],[r   a n d  ],1298,22476.3755699569,2.098914735711057e+07,2.101162373268053e+07
